2023-09-20 09:50:44.960 , INFO , assessAtEnd , Application started , [] ,  -  , [] ,  - 
2023-09-20 10:02:25.342 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.344 , INFO , assessAtEnd , Create class , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:25.348 , INFO , assessAtEnd , Accept Class From list {table} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.847 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.851 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.853 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.856 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.858 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.860 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.863 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.867 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:02:55.872 , INFO , assessAtEnd , Accept Attributes From list {roomNumber} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.437 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.440 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.442 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.445 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.448 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.452 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.455 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.458 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.460 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:12.464 , INFO , assessAtEnd , Accept Attributes From list {id} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.259 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.262 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.265 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.267 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.270 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.272 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.275 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.277 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.281 , INFO , assessAtEnd , Accept Attributes From list {invoiceNumber} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.300 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.302 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.305 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.307 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.310 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.313 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.315 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.318 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.321 , INFO , assessAtEnd , Accept Attributes From list {paymentDate} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.338 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.341 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.344 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.346 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.349 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.352 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.354 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.357 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.360 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:03:30.363 , INFO , assessAtEnd , Accept Attributes From list {paymentMethod} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.528 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.532 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.535 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.538 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.541 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.544 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.548 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.552 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.556 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.559 , INFO , assessAtEnd , Accept Attributes From list {NoOfBeds} , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.576 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,NoOfPeople,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
2023-09-20 10:04:00.579 , INFO , assessAtEnd , Create attribute , [Reservation, Guest, Payment, HotelReservation, RestaurantReservation, Task, Cleaning, Maintenance, Miscellaneous, HotelSystem, Table] ,  -  , [Reservation: [roomNumber,], Guest: [id,], Payment: [invoiceNumber,paymentDate,paymentMethod,], HotelReservation: [Check-in,Check-out,NoOfBeds,NoOfPeople,], RestaurantReservation: [], Task: [], Cleaning: [], Maintenance: [], Miscellaneous: [], HotelSystem: [], Table: []] ,  - 
